GENE,RNA_ESC_1,RNA_ESC_2,RNA_MES_1,RNA_MES_2,RNA_CP_1,RNA_CP_2,RNA_CM_1,RNA_CM_2
0610005C13Rik,2.33853439020277,2.33718823600387,1.1086621194863,1.37144819337179,2.22997708946912,2.22413137121018,1.40230321346998,1.1921643304506
0610010F05Rik,3.22710065932087,2.87458720384218,2.38553504330845,3.21370772056009,2.37896262777417,3.38508959988929,1.55013222218061,2.62276152699133
0610010K14Rik,51.0908718180846,53.777497068369,64.0971850789533,68.7890507486668,44.7036521655474,44.4156355154322,38.2575348985714,35.7965294499879
0610012G03Rik,17.2199221901286,18.4319970420716,25.4360289158241,25.9122493361213,21.874183749268,24.1020760929778,53.3518035150513,45.3525185199593
0610030E20Rik,2.9299326611904,2.78127954060164,6.69862552513961,5.65731422787326,5.53427956785491,5.27295280037934,6.72270333818811,8.36125507946545
0610040B10Rik,0.473274817064846,0.760829361933175,0.899528128765021,0.647628313536677,2.13241559180485,1.89051166552865,2.3498595277147,1.72267745750112
0610040J01Rik,1.80401224387071,1.49182227830034,0.66519727169178,0.518102650829341,0.418120704275461,0.361421347821654,0.0721184509784561,0.0238432866090121
1110002E22Rik,0.0042402956527903,0.0056805287322778,0.005756645092018,0.0116048241888063,0.0424562935991373,0.07939687049792,2.72322658254189,8.00767386188312
1110002J07Rik,1.1681609820502,1.02155247401494,0.462554394222761,0.599440932202238,0.60918248305034,0.364551334022861,0.332731926147844,0.330016351078379
1110002L01Rik,3.45806133002048,3.39837114996818,3.27256900179274,3.50582793727854,2.52730736806501,1.78023181837282,1.36223740737084,2.48606001709966
1110004F10Rik,60.5981075769829,63.6850405907683,77.5026092657177,82.5966647418577,69.1782696274722,66.4717405254628,47.5226249828512,53.0584656910346
1110006O24Rik,1.03035871631826,0.871783643881763,1.03070931420992,1.18731857481724,0.814464288536574,1.42157615474323,0.117067277195931,0.464447353738048
1110019D14Rik,1.19550861667115,1.11737289469492,0.679407093249949,0.418494130509682,0.695937442808288,0.41646785689216,0.240073882206877,0.416700429521987
1110032A03Rik,0.84438065591695,0.716943716270553,1.45310083621991,1.38328377648611,2.60479726773548,2.76126989411167,2.78554599491221,2.69915263942797
1110032F04Rik,0.339259837833916,0.216424178465604,1.8203905165964,1.68011565590896,0.707680374833951,0.685658808095148,1.53449861559539,1.47008937412819
1110038B12Rik,76.1546588491305,76.255166948707,80.2528321331374,89.0186557961449,42.2138638377666,39.2786697910134,60.6762281534362,21.4986292908559
1110038F14Rik,18.487479907046,17.3711759372741,16.418725506893,17.4628063630334,13.8509142632508,17.5967940014296,6.37446481007686,10.6656812774567
1110046J04Rik,0.8576202605242,1.0053000578096,0.946001267978658,0.806826521883531,1.20754550887276,0.869830013418911,2.08280314022723,2.58225555746251
1110051M20Rik,1.19775301836391,1.21046851057649,3.31871460893654,3.3546841669912,3.98876557049866,3.93459163486665,5.08055444767166,5.12907350081655
1110059E24Rik,9.85790347253276,9.72881242920153,10.8094556649914,13.1702564601576,12.9584234142514,12.1235018046769,10.2310897717453,10.4285994049417
1110059G10Rik,1.32590171897727,1.1454318867545,1.59817553374327,1.6108814939502,1.42682705471686,1.42308673424204,1.31076339644073,1.88376861831511
1110065P20Rik,5.89800368297458,7.2774982445782,16.0143144414742,16.000039626854,16.2528625230454,14.7894375325052,21.1646003155119,23.7612420078854
1190007I07Rik,10.5790841461554,12.7550804794679,5.44252313202366,6.7810494005605,5.43556915558099,4.51776684777068,8.47391798996859,6.13964630182061
